date,open,high,low,close,volume
2023-09-12 11:00:00,4516.0,4521.0,4515.5,4521.0,16656
2023-09-12 11:05:00,4520.75,4521.5,4514.5,4516.5,12646
2023-09-12 11:10:00,4516.25,4518.0,4514.5,4517.0,8762
2023-09-12 11:15:00,4517.0,4517.75,4515.25,4516.0,6990
2023-09-12 11:20:00,4516.0,4519.25,4515.75,4517.75,7353
2023-09-12 11:25:00,4517.5,4521.0,4516.75,4520.75,7670
2023-09-12 11:30:00,4521.0,4523.5,4521.0,4522.5,11298
2023-09-12 11:35:00,4522.5,4523.75,4522.25,4522.5,6842
2023-09-12 11:40:00,4522.5,4524.25,4522.0,4522.5,7494
2023-09-12 11:45:00,4522.5,4524.75,4522.25,4523.75,6300
2023-09-12 11:50:00,4524.0,4526.0,4524.0,4525.0,5429
2023-09-12 11:55:00,4525.25,4526.0,4523.75,4524.25,6699
2023-09-12 12:00:00,4524.5,4527.5,4524.5,4527.25,9107
2023-09-12 12:05:00,4527.5,4527.5,4525.0,4527.5,6505
2023-09-12 12:10:00,4527.5,4528.5,4526.0,4527.5,6937
2023-09-12 12:15:00,4527.75,4529.25,4527.25,4528.0,6065
2023-09-12 12:20:00,4528.25,4528.75,4526.25,4528.5,5159
2023-09-12 12:25:00,4528.5,4528.5,4525.5,4526.5,5838
2023-09-12 12:30:00,4526.5,4526.5,4523.75,4524.0,6687
2023-09-12 12:35:00,4524.0,4525.75,4523.5,4525.0,5775
2023-09-12 12:40:00,4525.25,4528.25,4524.5,4528.0,5779
2023-09-12 12:45:00,4527.75,4529.0,4527.0,4529.0,4418
2023-09-12 12:50:00,4528.75,4529.25,4526.25,4527.0,5682
2023-09-12 12:55:00,4526.75,4527.0,4525.25,4526.5,4279
2023-09-12 13:00:00,4526.75,4529.25,4525.0,4528.5,5514
2023-09-12 13:05:00,4528.75,4529.5,4526.5,4527.0,5077
2023-09-12 13:10:00,4526.75,4529.25,4526.75,4528.25,4935
2023-09-12 13:15:00,4528.25,4530.5,4528.0,4530.5,5755
2023-09-12 13:20:00,4530.75,4539.0,4530.5,4538.0,21356
2023-09-12 13:25:00,4538.0,4538.5,4535.75,4536.25,10603
2023-09-12 13:30:00,4536.25,4538.75,4536.25,4537.5,8457
2023-09-12 13:35:00,4537.25,4538.25,4534.5,4535.25,8657
2023-09-12 13:40:00,4535.25,4536.0,4528.75,4529.25,12345
2023-09-12 13:45:00,4529.25,4530.0,4524.75,4527.25,16509
2023-09-12 13:50:00,4527.5,4529.25,4524.25,4525.25,11477
2023-09-12 13:55:00,4525.25,4526.0,4522.5,4524.0,11628
2023-09-12 14:00:00,4524.0,4524.0,4521.5,4522.5,10986
2023-09-12 14:05:00,4522.5,4523.75,4522.0,4522.25,5335
2023-09-12 14:10:00,4522.25,4525.0,4522.0,4522.75,6755
2023-09-12 14:15:00,4522.5,4524.75,4520.0,4522.5,9803
2023-09-12 14:20:00,4522.75,4522.75,4519.0,4521.25,10221
2023-09-12 14:25:00,4521.25,4523.75,4521.0,4522.25,6544
2023-09-12 14:30:00,4522.5,4523.75,4519.75,4522.25,6885
2023-09-12 14:35:00,4522.25,4522.75,4520.75,4522.0,5203
2023-09-12 14:40:00,4522.0,4522.25,4519.0,4519.75,5800
2023-09-12 14:45:00,4519.75,4521.5,4517.75,4518.25,8785
2023-09-12 14:50:00,4518.5,4518.5,4513.5,4513.75,16045
2023-09-12 14:55:00,4513.5,4516.25,4512.75,4514.0,12232
2023-09-12 15:00:00,4514.25,4514.25,4511.25,4511.75,11414
2023-09-12 15:05:00,4511.5,4513.0,4511.0,4511.5,8217
2023-09-12 15:10:00,4511.75,4513.5,4511.25,4511.5,7436
2023-09-12 15:15:00,4511.5,4512.0,4509.0,4509.25,14276
2023-09-12 15:20:00,4509.5,4511.0,4507.25,4507.75,11372
2023-09-12 15:25:00,4507.75,4509.75,4507.5,4509.5,10820
2023-09-12 15:30:00,4509.75,4511.5,4509.5,4510.5,10868
2023-09-12 15:35:00,4510.75,4512.5,4509.5,4510.75,7691
2023-09-12 15:40:00,4510.75,4513.5,4510.75,4513.0,8495
2023-09-12 15:45:00,4513.0,4514.25,4510.5,4512.25,11198
2023-09-12 15:50:00,4512.5,4515.75,4512.0,4515.75,16927
2023-09-12 15:55:00,4515.75,4515.75,4511.5,4513.5,66947
2023-09-12 16:00:00,4513.25,4515.0,4512.75,4514.25,20182
2023-09-12 16:05:00,4514.5,4515.75,4514.25,4515.25,5567
2023-09-12 16:10:00,4515.5,4516.25,4515.0,4515.0,5316
2023-09-12 16:15:00,4515.25,4515.25,4513.75,4514.5,1737
2023-09-12 16:20:00,4514.5,4514.75,4514.0,4514.0,1231
2023-09-12 16:25:00,4514.25,4514.75,4513.75,4514.5,1181
2023-09-12 16:30:00,4514.5,4514.75,4514.5,4514.75,255
2023-09-12 16:35:00,4514.75,4515.25,4513.75,4514.0,970
2023-09-12 16:40:00,4514.0,4515.25,4513.75,4514.75,918
2023-09-12 16:45:00,4515.0,4515.75,4515.0,4515.75,913
2023-09-12 16:50:00,4515.75,4515.75,4514.75,4514.75,781
2023-09-12 16:55:00,4514.75,4515.0,4512.75,4513.75,2503
2023-09-12 18:00:00,4513.0,4513.5,4512.25,4513.0,944
2023-09-12 18:05:00,4513.0,4513.0,4511.75,4512.0,301
2023-09-12 18:10:00,4512.25,4512.75,4512.0,4512.75,331
2023-09-12 18:15:00,4512.75,4512.75,4511.75,4512.0,194
2023-09-12 18:20:00,4512.0,4512.0,4511.5,4511.75,133
2023-09-12 18:25:00,4511.75,4512.25,4510.75,4512.0,396
2023-09-12 18:30:00,4512.0,4513.25,4512.0,4513.25,428
2023-09-12 18:35:00,4513.25,4514.25,4513.0,4513.25,419
2023-09-12 18:40:00,4513.25,4513.5,4512.75,4512.75,139
2023-09-12 18:45:00,4512.75,4513.5,4512.25,4513.5,236
2023-09-12 18:50:00,4513.5,4513.75,4513.25,4513.25,248
2023-09-12 18:55:00,4513.25,4513.25,4513.0,4513.0,75
2023-09-12 19:00:00,4513.0,4513.0,4512.25,4512.25,159
2023-09-12 19:05:00,4512.25,4513.0,4512.0,4513.0,203
2023-09-12 19:10:00,4512.75,4512.75,4512.25,4512.25,136
2023-09-12 19:15:00,4512.25,4513.0,4512.25,4512.75,120
2023-09-12 19:20:00,4512.75,4513.25,4512.5,4513.25,152
2023-09-12 19:25:00,4513.25,4513.75,4512.75,4513.5,347
2023-09-12 19:30:00,4513.5,4513.75,4513.25,4513.5,200
2023-09-12 19:35:00,4513.5,4514.0,4513.5,4513.5,155
2023-09-12 19:40:00,4513.75,4514.25,4513.5,4514.0,172
2023-09-12 19:45:00,4514.0,4514.75,4514.0,4514.5,231
2023-09-12 19:50:00,4514.5,4514.75,4514.0,4514.25,190
2023-09-12 19:55:00,4514.25,4514.25,4513.75,4514.0,151
2023-09-12 20:00:00,4514.0,4514.0,4513.0,4513.75,636
2023-09-12 20:05:00,4513.75,4515.0,4513.0,4514.75,559
2023-09-12 20:10:00,4514.75,4514.75,4514.0,4514.25,415
2023-09-12 20:15:00,4514.0,4514.5,4513.0,4513.0,466
2023-09-12 20:20:00,4513.25,4513.5,4512.5,4512.75,483
2023-09-12 20:25:00,4512.75,4513.0,4512.25,4512.75,399
2023-09-12 20:30:00,4512.75,4513.75,4512.5,4513.5,441
2023-09-12 20:35:00,4513.75,4513.75,4513.25,4513.25,215
2023-09-12 20:40:00,4513.25,4513.75,4513.0,4513.75,343
2023-09-12 20:45:00,4513.5,4514.0,4513.5,4513.5,306
2023-09-12 20:50:00,4513.5,4513.75,4513.0,4513.75,327
2023-09-12 20:55:00,4513.5,4513.75,4513.25,4513.25,221
2023-09-12 21:00:00,4513.5,4513.75,4513.25,4513.5,282
2023-09-12 21:05:00,4513.25,4513.25,4512.5,4512.75,364
2023-09-12 21:10:00,4512.75,4513.25,4512.75,4513.0,410
2023-09-12 21:15:00,4513.25,4515.5,4513.25,4515.0,1038
2023-09-12 21:20:00,4515.0,4515.0,4514.0,4514.5,320
2023-09-12 21:25:00,4514.25,4514.75,4513.0,4513.75,497
2023-09-12 21:30:00,4513.5,4513.5,4511.5,4512.75,1082
2023-09-12 21:35:00,4512.75,4513.5,4508.75,4509.0,1541
2023-09-12 21:40:00,4508.75,4510.5,4508.25,4509.0,972
2023-09-12 21:45:00,4508.75,4509.75,4508.5,4509.5,508
2023-09-12 21:50:00,4509.75,4509.75,4508.5,4509.25,830
2023-09-12 21:55:00,4509.25,4510.0,4508.5,4509.75,493
2023-09-12 22:00:00,4509.75,4511.5,4509.75,4510.75,807
2023-09-12 22:05:00,4510.75,4511.0,4509.75,4510.0,530
2023-09-12 22:10:00,4509.75,4510.0,4506.75,4507.5,1238
2023-09-12 22:15:00,4507.25,4508.75,4507.25,4508.25,635
2023-09-12 22:20:00,4508.25,4508.25,4507.0,4507.5,545
2023-09-12 22:25:00,4507.25,4507.5,4506.25,4506.75,621
2023-09-12 22:30:00,4506.5,4507.0,4506.0,4506.75,498
2023-09-12 22:35:00,4506.5,4507.0,4505.5,4506.25,606
2023-09-12 22:40:00,4506.25,4506.75,4505.75,4506.0,361
2023-09-12 22:45:00,4506.0,4507.5,4506.0,4507.25,347
2023-09-12 22:50:00,4507.0,4507.75,4506.5,4506.75,562
2023-09-12 22:55:00,4506.75,4507.5,4506.75,4507.25,350
2023-09-12 23:00:00,4507.0,4507.75,4507.0,4507.5,177
2023-09-12 23:05:00,4507.5,4507.75,4506.25,4506.5,341
2023-09-12 23:10:00,4506.5,4508.25,4506.5,4508.25,205
2023-09-12 23:15:00,4508.0,4508.0,4506.75,4506.75,223
2023-09-12 23:20:00,4507.0,4507.0,4506.0,4506.75,376
2023-09-12 23:25:00,4506.75,4507.25,4506.5,4506.75,297
2023-09-12 23:30:00,4506.75,4507.25,4506.25,4506.75,297
2023-09-12 23:35:00,4506.75,4507.25,4506.75,4506.75,212
2023-09-12 23:40:00,4506.75,4506.75,4506.25,4506.25,111
2023-09-12 23:45:00,4506.25,4506.75,4505.75,4506.25,247
2023-09-12 23:50:00,4506.0,4506.25,4505.5,4505.75,175
2023-09-12 23:55:00,4505.75,4506.0,4505.75,4506.0,150
2023-09-13 00:00:00,4505.75,4506.25,4505.5,4505.75,239
2023-09-13 00:05:00,4506.0,4506.0,4505.25,4505.25,327
2023-09-13 00:10:00,4505.25,4506.5,4505.25,4506.5,423
2023-09-13 00:15:00,4506.25,4508.0,4506.25,4508.0,380
2023-09-13 00:20:00,4507.75,4508.5,4507.5,4507.75,421
2023-09-13 00:25:00,4507.5,4508.0,4507.25,4507.75,294
2023-09-13 00:30:00,4507.75,4508.5,4507.5,4508.5,608
2023-09-13 00:35:00,4508.5,4508.5,4508.0,4508.25,59
2023-09-13 00:40:00,4508.25,4509.25,4508.0,4509.0,275
2023-09-13 00:45:00,4509.0,4509.25,4508.5,4508.75,154
2023-09-13 00:50:00,4509.0,4510.25,4509.0,4510.0,435
2023-09-13 00:55:00,4510.0,4511.5,4510.0,4511.25,544
2023-09-13 01:00:00,4511.5,4512.25,4511.0,4511.75,637
2023-09-13 01:05:00,4511.75,4511.75,4511.0,4511.5,364
2023-09-13 01:10:00,4511.5,4511.75,4510.75,4511.0,346
2023-09-13 01:15:00,4510.75,4511.25,4510.5,4510.5,358
2023-09-13 01:20:00,4510.25,4510.5,4509.75,4510.5,268
2023-09-13 01:25:00,4510.5,4510.5,4509.25,4509.5,475
2023-09-13 01:30:00,4509.5,4510.0,4508.5,4509.75,826
2023-09-13 01:35:00,4509.5,4509.5,4508.75,4509.25,499
2023-09-13 01:40:00,4509.0,4509.25,4508.5,4508.75,230
2023-09-13 01:45:00,4508.5,4508.75,4508.0,4508.25,278
2023-09-13 01:50:00,4508.25,4508.25,4505.75,4506.0,1009
2023-09-13 01:55:00,4506.0,4508.0,4506.0,4507.5,1142
2023-09-13 02:00:00,4507.75,4507.75,4505.75,4506.5,1274
2023-09-13 02:05:00,4506.25,4506.75,4505.75,4506.75,466
2023-09-13 02:10:00,4506.75,4507.25,4505.25,4507.0,574
2023-09-13 02:15:00,4507.0,4507.75,4506.0,4506.75,428
2023-09-13 02:20:00,4506.75,4508.0,4506.5,4507.25,527
2023-09-13 02:25:00,4507.25,4507.75,4506.25,4506.25,472
2023-09-13 02:30:00,4506.5,4506.5,4504.75,4506.0,703
2023-09-13 02:35:00,4506.0,4509.0,4505.75,4509.0,576
2023-09-13 02:40:00,4509.0,4510.0,4508.25,4509.0,553
2023-09-13 02:45:00,4508.75,4511.0,4508.75,4510.5,557
2023-09-13 02:50:00,4510.75,4511.0,4509.75,4510.25,446
2023-09-13 02:55:00,4510.25,4511.25,4510.25,4511.25,471
2023-09-13 03:00:00,4511.25,4513.0,4510.0,4510.25,3170
2023-09-13 03:05:00,4510.25,4510.5,4508.75,4508.75,1099
2023-09-13 03:10:00,4508.75,4513.25,4508.75,4511.5,1346
2023-09-13 03:15:00,4511.5,4516.0,4510.5,4513.5,5177
2023-09-13 03:20:00,4513.5,4516.5,4512.5,4514.0,3501
2023-09-13 03:25:00,4514.0,4517.25,4513.25,4517.0,2630
2023-09-13 03:30:00,4516.75,4517.75,4515.5,4516.0,2049
2023-09-13 03:35:00,4516.0,4516.25,4513.0,4514.0,3298
2023-09-13 03:40:00,4514.0,4516.0,4511.5,4513.75,2365
2023-09-13 03:45:00,4513.75,4515.5,4512.75,4515.5,990
2023-09-13 03:50:00,4515.5,4518.5,4515.25,4516.25,1742
2023-09-13 03:55:00,4516.0,4516.0,4512.75,4513.5,1010
2023-09-13 04:00:00,4513.25,4515.5,4512.25,4515.25,1736
2023-09-13 04:05:00,4515.0,4515.25,4512.0,4513.25,877
2023-09-13 04:10:00,4513.25,4513.75,4511.0,4513.5,1111
2023-09-13 04:15:00,4513.5,4513.75,4511.0,4511.25,817
2023-09-13 04:20:00,4511.25,4513.75,4510.75,4513.5,830
2023-09-13 04:25:00,4513.75,4514.0,4511.75,4512.5,890
2023-09-13 04:30:00,4512.25,4513.25,4511.0,4511.0,1228
2023-09-13 04:35:00,4511.25,4512.0,4509.0,4509.5,1298
2023-09-13 04:40:00,4509.5,4509.75,4508.5,4509.75,1340
2023-09-13 04:45:00,4509.75,4511.25,4508.0,4508.0,1366
2023-09-13 04:50:00,4508.0,4509.75,4508.0,4509.5,947
2023-09-13 04:55:00,4509.5,4510.5,4508.25,4508.5,954
2023-09-13 05:00:00,4508.25,4508.75,4507.25,4508.25,1236
2023-09-13 05:05:00,4508.25,4509.25,4507.5,4508.5,697
2023-09-13 05:10:00,4508.5,4510.0,4508.5,4509.75,634
2023-09-13 05:15:00,4509.5,4511.75,4509.25,4511.25,800
2023-09-13 05:20:00,4511.25,4511.75,4510.25,4511.75,598
2023-09-13 05:25:00,4511.75,4512.0,4510.75,4511.25,613
2023-09-13 05:30:00,4511.0,4511.75,4509.75,4511.75,874
2023-09-13 05:35:00,4511.75,4512.75,4510.75,4512.75,537
2023-09-13 05:40:00,4512.75,4513.0,4509.5,4509.5,749
2023-09-13 05:45:00,4509.75,4510.75,4508.25,4510.5,1209
2023-09-13 05:50:00,4510.5,4511.25,4510.0,4510.25,503
2023-09-13 05:55:00,4510.25,4512.0,4509.75,4511.75,683
2023-09-13 06:00:00,4511.75,4512.0,4508.75,4509.0,796
2023-09-13 06:05:00,4509.0,4509.75,4507.0,4507.0,1030
2023-09-13 06:10:00,4507.0,4507.25,4505.0,4506.0,1667
2023-09-13 06:15:00,4506.0,4506.25,4504.75,4505.0,1264
2023-09-13 06:20:00,4505.0,4506.5,4505.0,4505.5,710
2023-09-13 06:25:00,4505.5,4506.0,4504.5,4504.75,629
2023-09-13 06:30:00,4505.0,4507.25,4504.75,4506.5,1176
2023-09-13 06:35:00,4506.5,4507.25,4505.75,4506.75,750
2023-09-13 06:40:00,4507.0,4507.25,4505.75,4506.75,624
2023-09-13 06:45:00,4506.75,4507.75,4506.5,4507.5,687
2023-09-13 06:50:00,4507.5,4509.0,4507.5,4508.5,775
2023-09-13 06:55:00,4508.25,4509.75,4508.25,4509.5,977
2023-09-13 07:00:00,4509.5,4510.5,4508.25,4509.0,1353
2023-09-13 07:05:00,4508.75,4509.25,4506.5,4506.5,1076
2023-09-13 07:10:00,4506.5,4506.75,4505.0,4505.25,1291
2023-09-13 07:15:00,4505.25,4506.25,4505.0,4505.75,1056
2023-09-13 07:20:00,4505.75,4507.75,4505.5,4507.75,1353
2023-09-13 07:25:00,4507.75,4509.5,4507.5,4509.0,903
2023-09-13 07:30:00,4508.75,4509.75,4508.5,4509.75,1750
2023-09-13 07:35:00,4509.75,4510.75,4509.0,4509.5,1469
2023-09-13 07:40:00,4509.75,4511.5,4508.5,4510.25,1411
2023-09-13 07:45:00,4510.25,4513.0,4510.25,4512.5,1188
2023-09-13 07:50:00,4512.25,4513.75,4512.25,4513.5,1663
2023-09-13 07:55:00,4513.5,4515.25,4513.5,4514.25,1705
2023-09-13 08:00:00,4514.0,4515.0,4511.75,4512.25,2643
2023-09-13 08:05:00,4512.25,4514.75,4511.25,4514.5,1748
2023-09-13 08:10:00,4514.75,4515.25,4513.75,4515.0,1851
2023-09-13 08:15:00,4515.0,4515.5,4512.5,4515.25,2054
2023-09-13 08:20:00,4515.25,4516.0,4511.75,4512.25,2095
2023-09-13 08:25:00,4512.25,4513.25,4510.75,4512.5,2783
2023-09-13 08:30:00,4512.0,4518.0,4495.0,4506.25,30820
2023-09-13 08:35:00,4506.25,4517.5,4503.75,4509.0,22507
2023-09-13 08:40:00,4509.0,4511.5,4503.5,4506.75,14775
2023-09-13 08:45:00,4506.75,4513.0,4504.25,4510.75,12610
2023-09-13 08:50:00,4511.0,4517.0,4510.25,4515.75,9932
2023-09-13 08:55:00,4515.75,4519.25,4514.25,4514.5,9411
2023-09-13 09:00:00,4514.75,4515.75,4512.0,4514.25,7892
2023-09-13 09:05:00,4514.25,4517.5,4513.75,4515.5,5879
